Artist,Song
PEDRO INFANTE , Mira Nada Mas 
PEDRO INFANTE , Morenita Mia 
PEDRO INFANTE , Paloma Dejame Ir 
PEDRO INFANTE , Que Me Toquen Las Golondrinas 
PEDRO INFANTE , Serenata Sin Luna 
PEDRO INFANTE , Si Tu Tambien Te Vas 
PEDRO INFANTE , Un Mundo Raro 
PEDRO INFANTE , Viejos Amigos 
PEDRO INFANTE & JORGE NEGRETE , Coplas Dos Tipos De Cuidado 
PEDRO MARÍN , Aire 
PEDRO Y JAVIER , Cien Años 
PEDRO Y JAVIER , En Mi Viejo San Juan 
PEDRO Y JAVIER , Escándalo 
PEDRO Y JAVIER , Esclavo Y Amo 
PEDRO Y JAVIER ," Llorarás,llorarás "
PEDRO Y JAVIER , Que Seas Feliz 
PEDRO Y JAVIER , Que Te Ha Dado Esa Mujer 
PEDRO Y JAVIER , Sombras 
PEDRO Y JAVIER , Tu Enamorado 
PEDRO Y JAVIER , Un Mundo Raro 
PEE WEE KING , Slow Poke 
PEE WEE KING , Tennessee Waltz 
PEGGY LEE , Come Rain Or Come Shine 
PEGGY LEE , Fever 
PEGGY LEE , I'm A Woman 
PEGGY LEE , Is That All There Is 
PEGGY LEE , I've Got You Under My Skin 
PEGGY LEE , Johnny Guitar 
PEGGY LEE , Manana 
PEGGY LEE , My Heart Belongs To Daddy 
PEGGY LEE , Why Don't You Do Right 
PEGGY LEE , Winter Wonderland 
PEGGY MARCH , I Will Follow Him 
PEKING DUK , Fire (96Kbps) 
PEKING DUK & NICOLE MILLAR , High 
PEKING DUK & SAFIA , Take Me Over 
PELLETIER M D , Je M'imagine 
PELLETIER M D , Pourquoi (Si Difficile De S'aimer) 
PENDULUM , Granite 
PENDULUM , Propane Nightmares 
PENDULUM , Watercolour 
PENGUINS , Earth Angel 
PENTATONIX ," Mary, Did You Know "
PENTATONIX , Sound Of Silence 
PEP & RASH , Rumors 
PEPE AGUILAR , A Pierna Suelta 
PEPE AGUILAR , Corazon Esteril 
PEPE AGUILAR , Corazón Esteril 
PEPE AGUILAR , Directo Al Corazon 
PEPE AGUILAR , Esclavo Y Amo 
PEPE AGUILAR , Llamarada 
PEPE AGUILAR , Más Alto Que Las Águilas 
PEPE AGUILAR , Me Banglestoy Acostumbrando A Ti 
PEPE AGUILAR , Me Estoy Acostumbrando A Ti 
PEPE AGUILAR , Me Falta Valor 
PEPE AGUILAR , Miedo 
PEPE AGUILAR , Perdoname 
PEPE AGUILAR , Por Mujeres Como Tu 
PEPE AGUILAR , Por Una Mujer Bonita 
PEPE AGUILAR , Que Sepan Todos 
PEPE AGUILAR , Recuerdame Bonito 
PEPE AGUILAR , Salado 
PEPPER , Give It Up 
PEPPER & PIANO , You Took My Heart 
PEPPERMINT HARRIS , I Got Loaded 
PEPPINO DI CAPRI , Ieri 
PER HALD , Æblemand 
PERCY SLEDGE , My Special Prayer 
PERCY SLEDGE , Take Time To Know Her 
PERCY SLEDGE , When A Man Loves A Woiman 
PERCY SLEDGE , When A Man Loves A Woman 
PERDONAME , Pepe Aguilar 
PERFECT STRANGER , You Have The Right To Remain Silent 
PERILS OF PAULINE , I Wish I Didn't Love You So 
PERRY COMO , And I Love You So 
PERRY COMO , As Time Goes By 
PERRY COMO , Catch A Falling Star 
PERRY COMO , Delaware 
PERRY COMO , Don't Let The Stars Get In Your Eyes 
PERRY COMO , Fly Me To The Moon 
PERRY COMO , For The Good Times 
PERRY COMO , Have Yourself A Merry Little Christmas 
PERRY COMO , He's Got The Whole World In His Hands 
PERRY COMO , Hoop De Doo 
PERRY COMO , Hot Diggity (Dog Ziggity Boom) 
PERRY COMO , Hot Diggity Dog Ziggity Boom 
PERRY COMO , I Believe 
PERRY COMO , I Really Don't Want To Know 
PERRY COMO , I Saw Mommy Kissing Santa Claus 
PERRY COMO , I Think Of You 
PERRY COMO , If 
PERRY COMO , It's Impossible 
PERRY COMO , Kewpie Doll 
PERRY COMO , Love Makes The World Go Round 
PERRY COMO , Magic Moments 
PERRY COMO , Make Someone Happy 
PERRY COMO , My Funny Valentine 
PERRY COMO , Seattle 
PERRY COMO , There's No Place Like Home 
PERRY COMO , There's No Place Like Home For The Holidays 
PERRY COMO , Till The End Of Time 
PERRY COMO & THE FONTAINE SISTERS , It's Beginning To Look A Lot Like Christmas 
PERRY COMO & THE FONTANE SISTERS , It's Beginning To Look A Lot Like Christmas 
PERSUASIONS , People Get Ready 
PESADO , A R RÁ N C A M E 
PESADO , A Tu Encuentro 
PESADO , Asi Es Mi Amor 
PESADO , Como Le Hago 
PESADO , En Contra De Mi 
PESADO , Enamorate De Mi 
PESADO , Eso Me Gusta 
PESADO , Lastima Me Das 
PESADO , Mi Peor Enemigo 
PESADO , Mira Mija 
PESADO , No Tengas Miedo De Llorar 
PESADO , Para Que Vuelva Contigo 
PESADO , Pideme 
PESADO , Poema 
PET , A Perfect Circle 
PET SHOP BOYS , Alawys On My Mind 
PET SHOP BOYS , Always On My Mind 
PET SHOP BOYS , Before 
PET SHOP BOYS , Being Boring 
PET SHOP BOYS , Can You Forgive Her 
PET SHOP BOYS , Decadence 
PET SHOP BOYS , Did You See Me Coming 
PET SHOP BOYS , Dreaming Of The Queen 
PET SHOP BOYS , End Of The World 
PET SHOP BOYS , Flamboyant 
PET SHOP BOYS , Girls And Boys 
PET SHOP BOYS , Go West 
PET SHOP BOYS , Heart 
PET SHOP BOYS , Hey Headmaster 
PET SHOP BOYS , Hit And Miss 
PET SHOP BOYS , Home And Dry 
PET SHOP BOYS , I'm Not Scared 
PET SHOP BOYS , I'm With Stupid 
PET SHOP BOYS , It's A Sin 
PET SHOP BOYS , Jealousy 
PET SHOP BOYS , Later Tonight 
PET SHOP BOYS , Leaving 
PET SHOP BOYS , Liberation 
PET SHOP BOYS , Love Comes Quickly 
PET SHOP BOYS , Love Etc 
PET SHOP BOYS , Love Is A Catastrophe 
PET SHOP BOYS , Miserablism 
PET SHOP BOYS , One Of The Crowd 
PET SHOP BOYS , Opportunities (Let's Make Lots Of Money) 
PET SHOP BOYS , Red Letter Day 
PET SHOP BOYS , Se A Vida E (That's The Way Life Is) 
PET SHOP BOYS , Sexy Northerner 
PET SHOP BOYS , Shopping 
PET SHOP BOYS , Silver Age 
PET SHOP BOYS , Single 
PET SHOP BOYS , So Hard 
PET SHOP BOYS , Suburbia 
PET SHOP BOYS , The Pop Kids 
PET SHOP BOYS , This Must Be Place 
PET SHOP BOYS , Two Divided By Zero 
PET SHOP BOYS , Vampires 
PET SHOP BOYS , View From Your Balcony 
PET SHOP BOYS , Violence 
PET SHOP BOYS , West End Girls 
PET SHOP BOYS , What Have I Done To Deserve This 
PET SHOP BOYS , Where Streets Have No Name-Can't Take My Eyes Off You 
PET SHOP BOY'S , Somewhere 
PET SHOP BOYS & DUSTY SPRINGFIELD , What Have I Done To Deserve This 
PET SHOP BOYS & KYLIE MINOGUE , In Denial 
PETE MURRAY , Always A Winner 
PETE MURRAY , Feeler 
PETE MURRAY , Free 
PETE MURRAY , Let You Go 
PETE MURRAY , Opportunity 
PETE MURRAY , So Beautiful 
PETE TOWNSEND , Let My Love Open The Door 
PETE TOWNSHEND , A Little Is Not Enough 
PETE TOWNSHEND , Let My Love Open The Door 
PETE WYLIE , Sinful 
PETER & CRYSTAL BERNARD CETERA , Forever Tonight 
PETER & GORDON , A World Without Love 
PETER & GORDON , Baby I'm Yours 
PETER & GORDON , Lady Godiva 
PETER & GORDON , World Without Love 
PETER & GORDON ," World Without Love, A "
PETER & LEE , Welcome Home 
PETER ALEXANDER , Babysitter Boogie 
PETER ALEXANDER , Die Kleine Kneipe 
PETER ALEXANDER , Feierabend 
PETER ALEXANDER ," Wien, Wien, Nur Du Allein "
PETER ALLEN , I'd Rather Leave While I'm In Love 
PETER ANDRE , All About Us 
PETER ANDRE , Behind Closed Doors 
PETER ANDRE , Flava 
PETER ANDRE , Insania 
PETER ANDRE , Kiss The Girl 
PETER ANDRE , Mysterious Girl 
PETER ANDRE , Mysterious Girl (Duet) 
PETER ANDRE , Right Way 
PETER ANDRE , The Right Way 
PETER BJORN & JOHN & VICTORIA BERGSMAN , Young Folks 
PETER BROWN , Dance With Me 
PETER BROWN , Do You Wanna Get Funky With Me 
PETER CETERA , Faithfully 
PETER CETERA , Glory Of Love 
PETER CETERA , Hard To Say I'm Sorry 
PETER CETERA , One Clear Voice 
PETER CETERA & AMY GRANT , Next Time I Fall 
PETER CETERA & AMY GRANT , Next Time I Fall In Love 
PETER CETERA & AZ YET , Last Night 
PETER CETERA & CHER , After All 
PETER CETERA & CRYSTAL BERNARD , Forever Tonight 
PETER CETERA & CRYSTAL BERNARD , I Wanna Take Forever Tonight 
PETER CORNELIUS ," Du Entschuldige, I Kenn Di "
PETER CORNELIUS , Reif Für Die Insel 
PETER CORNELIUS , Segel I'm Wind 
PETER CORNELIUS , Streicheleinheiten 
PETER CORNELIUS , Süchtig 
PETER FOX , Haus Am See 
PETER FRAMPTON , Baby I Love Your Way 
PETER FRAMPTON , I'm In You 
PETER FRAMPTON , Show Me The Way 
PETER FRODIN & JIMMY JØRGENSEN , Vent På Mig 
PETER GABRIEL , Big Time 
PETER GABRIEL , Book Of Love 
PETER GABRIEL , Don't Give Up 
PETER GABRIEL , Games Without Frontiers 
PETER GABRIEL , In Your Eyes 
PETER GABRIEL , Red Rain 
PETER GABRIEL , Red Rain (Orchestral) 
PETER GABRIEL , Shock The Monkey 
PETER GABRIEL , Sledgehammer 
PETER GABRIEL , Solsbury Hill 
PETER GABRIEL , Steam 
PETER GABRIEL , That'll Do 
PETER GABRIEL & KATE BUSH , Don't Give Up 
PETER KAY & PATRICK MC GUINNESS , Max Paddy's Road To Nowhere 
PETER KAY'S ALL STAR BAND , Medley Official Bbc Children In Need 
PETER KRAUS , Hello Mary Lou 
PETER KRAUS , Sugar Baby 
PETER MURPHY , Cuts You Up 
PETER PABLO , Raise Up 
PETER PAN , Second Star To The Right 
PETER PAUL & MARY , 500 Miles 
PETER PAUL & MARY , Blowin' In The Wind 
PETER PAUL & MARY , Blowing In The Wind 
PETER PAUL & MARY , Cruel War 
PETER PAUL & MARY , I Dig Rock And Roll Music 
PETER PAUL & MARY , If I Had A Hammer 
PETER PAUL & MARY , Leaving On A Jet Plane 
PETER PAUL & MARY , Puff The Magic Dragon 
PETER PAUL & MARY , What Have You Done To The Rain 
PETER SARSTEDT , Frozen Orange Juice 
PETER SARSTEDT , Where Do You Go To My Lovely 
PETER SCHILLING , Major Tom 
PETER SCHILLING , Major Tom (Coming Home) 
PETER SELLERS & SOPHIA LOREN , Goodness Gracious Me 
PETER SKELLERN , You're A Lady 
PETER SPENCE , Stay With Me (Reggae) 
PETER TEVIS , A Lone And Angry Man 
PETER TEVIS , A Man Must Fight 
PETER TOSH , (You Gotta Walk) Don't Look Back 
PETER TOSH ," Get Up, Stand Up "
PETER TOSH , Legalize It 
PETER TOSH , Stepping Razor 
PETER WACKEL , Criss Tuxi - Manchmal Möchte Ich Schon Mit Dir 
PETER WACKEL , Joana 
"PETER, PAUL & MARY ", Blowin' In The Wind 
PETERS & LEE , Don't Stay Away Too Long 
PETERS & LEE , Welcome Home 
PETE'S DRAGON , Candle On The Water 
PETEY PABLO , Freek A Leek 
PETEY PABLO , Goodies 
PETEY PABLO , Raise Up 
PETIT DIABLE , La Berseuse Du 
PETRA , Think Twice 
PETULA CLARK , Don't Sleep In The Subway 
PETULA CLARK , Downtown 
PETULA CLARK , Happy Heart 
PETULA CLARK , I Couldn't Live Without Your Love 
PETULA CLARK , I Know A Place 
PETULA CLARK , Je Me Sens Bien Auprès De Toi 
PETULA CLARK , My Love 
PETULA CLARK , Romeo 
PETULA CLARK , Sailor 
PETULA CLARK , Sign Of The Times 
PETULA CLARK , This Is My Song 
PHANTOGRAM , Let Me Go 
PHANTOGRAM , Lights 
PHANTOM OF OPERA , All I Ask Of You 
PHANTOM OF THE OPERA , All I Ask Of You 
PHANTOM OF THE OPERA , Angel Of Music 
PHANTOM OF THE OPERA , Music Of The Night 
PHANTOM OF THE OPERA , Phantom Of The Opera 
PHANTOM OF THE OPERA , The Music Of The Nigh 
PHANTOM OF THE OPERA , The Music Of The Night 
PHANTOM OF THE OPERA , Think Of Me 
PHANTOM OF THE OPERA , Wishing You We're Here And Somehow Here Again 
PHANTOM PLANET , California 
PHANTOM PLANET , California 2005 
PHARREL & GWEN STEFANI , Can I Have It Like That 
PHARRELL , Angel 
PHARRELL , Can I Have It Like That 
PHARRELL & GWEN STEFANI , Can I Have It Like That 
PHARRELL & KANYE WEST , Number One 
PHARRELL ROBIN THICKE & TI , Blurred Lines 
PHARRELL WILLIAMS , Come Get It Bae 
PHARRELL WILLIAMS , Come Get It Bae (Male Solo) 
PHARRELL WILLIAMS , Freedom 
PHARRELL WILLIAMS , Happy 
PHARRELL WILLIAMS , Marilyn Monroe 
PHARRELL WILLIAMS & JAY Z , Frontin' 
PHARRELL WILLIAMS & MILEY CYRUS , Come Get It Bae 
PHATS & SMALL , Turn Around 
PHD , I Won't Let You Down 
PHENOMIA , Ensemble 
PHIL COLINS & MARILYN MARTIN , Separate Lives 
PHIL COLLINS , A Groovy Kind Of Love 
PHIL COLLINS , Abacab 
PHIL COLLINS , Against All Odds 
PHIL COLLINS , Against All Odds (Take A Look At Me Now) 
PHIL COLLINS , Another Day In Paradise 
PHIL COLLINS , Both Sides Of The Story 
PHIL COLLINS , Can't Stop Loving You 
PHIL COLLINS , Can't Turn Back The Years 
PHIL COLLINS , Dance Into The Light 
PHIL COLLINS , Do You Remember 
PHIL COLLINS , Don't Lose My Number 
PHIL COLLINS , Easy Lover 
PHIL COLLINS , Everyday 
PHIL COLLINS , Find A Way To My Heart 
PHIL COLLINS , Groovy Kind Of Love 
PHIL COLLINS , Hang In Long Enough 
PHIL COLLINS , I Can't Dance 
PHIL COLLINS , I Don't Care Anymore 
PHIL COLLINS , I Missed Again 
PHIL COLLINS , I Wish It Would Rain 
PHIL COLLINS , I Wish It Would Rain Down 
PHIL COLLINS , In The Air Tonight 
PHIL COLLINS , Inside Out 
PHIL COLLINS , Invisible Touch 
PHIL COLLINS , It's In Your Eyes 
PHIL COLLINS , Jesus He Knows Me 
PHIL COLLINS , Land Of Confusion 
PHIL COLLINS , Never A Time 
PHIL COLLINS , One More Night 
PHIL COLLINS , Roof Is Leaking 
PHIL COLLINS , Separate Live 
PHIL COLLINS , Separate Lives 
PHIL COLLINS , Separate Lives (Duet) 
PHIL COLLINS , Something Happened On The Way To Heaven 
PHIL COLLINS , Son Of Man (From Tarzan) 
PHIL COLLINS , Sussudio 
PHIL COLLINS , Take Me Home 
PHIL COLLINS ," Tonight, Tonight, Tonight "
PHIL COLLINS , True Colours 
PHIL COLLINS , Two Hearts 
PHIL COLLINS , Two Worlds 
PHIL COLLINS , You Cant Hurry Love 
PHIL COLLINS , You Can't Hurry Love 
PHIL COLLINS , You'll Be In My Heart 
PHIL COLLINS & MARILYN MARTIN , Separate Lives 
PHIL COLLINS & MARILYN MARTIN , Separate Lives (Duet) 
PHIL COLLINS & PHIL BAILEY , Easy Lover 
PHIL COLLINS & PHILIP BAILEY , Easy Lover 
PHIL COLLINS & PHILLIP BAILEY , Easy Lover (Duet) 
PHIL COULTER , The Town I Loved So Well 
PHIL COULTER , Town I Loved So Well 
PHIL HARRIS , Thing 
PHIL OAKEY & GEORGIO MORODER , Together In Electric Dreams 
PHIL PHILLIPS & THE TWILIGHTS , Sea Of Love 
PHIL PHILLIPS & TWIGHLIGHTS , Sea Of Love 
PHIL SPECTOR , Winter Wonderland 
PHIL STACEY , If You Didn't Love Me 
PHIL VASSAR , American Child 
PHIL VASSAR , Bobbi With An I 
PHIL VASSAR , Carlene 
PHIL VASSAR , Good Ole Days 
PHIL VASSAR , I Would 
PHIL VASSAR , I'll Take That As A Yes (The Hot Tub Song) 
PHIL VASSAR , In A Real Love 
PHIL VASSAR , Just Another Day In Paradise 
PHIL VASSAR , Last Day Of My Life 
PHIL VASSAR , Let's Get Together 
PHIL VASSAR , Love Is A Beautiful Thing 
PHIL VASSAR , Love Is Alive 
PHIL VASSAR , Prayer Of A Common Man 
PHIL VASSAR , Rose Bouquet 
PHIL VASSAR , Six Pack Summer 
PHIL VASSAR , Six-Pack Summer 
PHIL VASSAR , That's When I Love You 
PHIL VASSAR , The Woman In My Life 
PHIL VASSAR , This Is God 
PHIL VASSAR , This Is My Life 
PHIL VASSAR , Ultimate Love 
PHIL VASSAR , Woman In My Life 
PHIL VASSAR & FRIENDS , Words Are Your Wheels 
PHILIP BAILEY , Here With Me 
PHILIP BAILEY & PHIL COLLINS , Easy Lover 
PHILIP CLAYPOOL , Circus Leaving Town 
PHILIP GEORGE , Alone No More 
PHILIP GEORGE , Wish You Were Mine 
PHILIP GEORGE , Wish You We're Mine 
PHILLIP BAILEY , Easy Lover 
PHILLIP PHILLIPS , Man On Tte Moon 
PHILLIP PHILLIPS , Where We Came From 
"PHILLIPS, CRAIG & DEAN ", Great Are You Lord 
PHISH , Free 
PHISH , Heavy Things 
PHIXX , Love Revolution 
PHIXX , Strange Love 
PHOEBE SNOW , Poetry Man 
PHOTOGRAPH , Weezer 
PHYLLIS HYMAN , Meet Me On The Moon 
PHYLLIS HYMAN , Old Friend 
PHYLLIS NELSON , Move Closer 
PIA MIA , Touch 
PIA MIA & CHRIS BROWN & TYGA , Do It Again 
PIANO ROLL VERSION ," Hello, My Baby "
PIANO SINGALONG FROM CASABLANCA , As Time Goes By 
PICHE , Car Je T'aime 
PICHE , Chateau De Sable 
PICHE , Mon Joe 
PICKETTYWITCH , That Same Old Feeling 
PIECE OF WORK , Jimmy Buffett And Toby Keith 
PIED PIPERS , Mairzy Doats 
PIENSA EN MI , Los Tecolines 
PIERANGELO BERTOLI , Per Dirti T'amo 
PIERO , Mi Viejo 
PIERO FOCACCIA , Stessa Spiaggia Stesso Mare 
PIERO MAZZOCCHETTI , Amore Mio (Cori) 
PIERRE & RENO ," T'es Mon Amour, T'es Ma Maitresse "
PIERRE BERTRAND , Ma Blonde M'aime 
PIERRE GROSCOLA , Lady Lay 
PIERRE LALONDE , Attention La Vie Est Courte 
PIERRE LALONDE , Donne-Moi Ta Bouche 
PIERRE LALONDE , Nous On Est Dans Le Vent 
PIGEON DETECTIVES , I Found Out 
PIGEON DETECTIVES , I'm Not Sorry 
PIGEON DETECTIVES , Take Her Back 
PIGEON DETECTIVES , This Is An Emergency 
PIKOTARO , PPAP (Pen Pineapple Apple Pen) (Long Version) 
PILAR MONTENEGRO , Cuando Estamos Juntos 
PILAR MONTENEGRO , QuÍ Tame Ese Hombre 
PILAR MONTENEGRO , Quitame Ese Hombre 
PILOT , January 
PILOT , Magic 
PINGOUIN VILAIN , P'tite Vie P'tite Misere 
PINK , 18 Wheeler 
PINK , A Million Dreams 
PINK , A Million Dreams (Reimagined) 
PINK , Are We All We Are 
PINK , Ave Mary A 
PINK , Bad Influence 
PINK , Barbies 
PINK , Beautiful Trauma 
PINK , Beautiful Trauma (Clean) 
PINK , Blow Me (One Last Kiss) 
PINK , Blow Me One Last Kiss 
PINK , Bridge Of Light 
PINK , Can We Pretend 
PINK , Crystal Ball 
PINK , Cuz I Can 
PINK , Dear Mr President 
PINK , Don't Let Me Get Me 
PINK , Eighteen Wheeler 
PINK , Family Portrait 
PINK , Family Portrait (Explicit) 
PINK , Feel Good Time 
PINK , Fuckin' Perfect 
PINK , Fuckin' Perfect (Explicit) 
PINK , Funhouse 
PINK , Fxxkin' Perfect 
PINK , Get Hte Party Started 
PINK , Get The Party Started 
PINK , Get This Party Started 
PINK , Glitter In The Air 
PINK , God Is A DJ 
PINK , Heartbreak Down 
PINK , Hustle 
PINK , I Don't Believe You 
PINK , Just Like A Pill 
PINK , Just Like Fire 
PINK , Last To Know 
PINK , Leave Me Alone 
PINK , Leave Me Alone (I'm Lonely) 
PINK , Mean 
PINK , Million Dreams 
PINK , Most Girls 
PINK , Nobody Knows 
PINK , One Foot Wrong 
PINK , Perfect 
PINK , Please Don't Leave Me 
PINK , Raise Your Glass 
PINK , Revenge 
PINK , Secrets (96Kbps) 
PINK , So What 
PINK , Sober 
PINK , Stupid Girl 
PINK , Stupid Girls 
PINK , There You Go 
PINK , Today's The Day 
PINK , Trouble 
PINK , Try 
PINK , U + Ur Hand 
PINK , U And Ur Hand 
PINK , U Ur Hand 
PINK , Walk Me Home 
PINK , What About Us 
PINK , Whatever You Want 
PINK , Who Knew 
PINK , Wild Hearts Can't Be Broken 
PINK , You Make Me Sick 
PINK & CASH CASH , Can We Pretend 
PINK & CHRIS STAPLETON , Love Me Anyway 
PINK & EMINEM , Revenge 
PINK & KHALID , Hurts 2B Human 
PINK & LILLY ALLEN , True Love 
PINK & LILY ALLEN , True Love 
PINK & NATE RUESS , Just Give Me A Reason 
PINK & NATE RUESS , Just Give Me A Reason (Duet) 
PINK & STEVE TYLER , Misery 
PINK & STEVEN TYLER , Misery 
PINK & WILLIAM ORBIT , Feel Good Time 
PINK FLOYD , Another Brick In The Wall 
PINK FLOYD , Another Brick In The Wall (Part 2) 
PINK FLOYD , Another Brick In The Wall (Part I) 
PINK FLOYD , Another Brick In The Wall (PT2 Partial) 
PINK FLOYD , Arnold Layne 
PINK FLOYD , Bike 
PINK FLOYD , Brain Damage 
PINK FLOYD , Brain Damage Eclipse 
PINK FLOYD , Breathe 
PINK FLOYD , Comfortably Numb 
PINK FLOYD , Coming Back To Life 
PINK FLOYD , Eclipse 
PINK FLOYD , Empty Spaces 
PINK FLOYD , Goodbye Blue Sky 
PINK FLOYD , Great Gig In The Sky 
PINK FLOYD , Have A Cigar 
PINK FLOYD , Hey You 
PINK FLOYD , Learning To Fly 
PINK FLOYD , Louder Than Words 
PINK FLOYD , Money 
PINK FLOYD , Mother 
PINK FLOYD , Nobody Home 
PINK FLOYD , One Slip 
PINK FLOYD , Run Like Hell 
PINK FLOYD , See Emily Play 
PINK FLOYD , Sheep 
PINK FLOYD , Shine On You Crazy Diamond 
PINK FLOYD , Sorrow 
PINK FLOYD , Take It Back 
PINK FLOYD , The Final Cut 
PINK FLOYD , The Flesh 
PINK FLOYD , Thin Ice 
PINK FLOYD , Time 
PINK FLOYD , Us And Them 
PINK FLOYD , Welcome To The Machine 
PINK FLOYD , Wish You Were Here 
PINK FLOYD , Wish You We're Here 
PINK FLOYD , Young Lust 
PINKARD & BOWDEN , Folk Music (Libyan On A Jet Plane) 
PINKARD & BOWDEN , Guns Made America Great 
PINKARD & BOWDEN , Help Me Make It Through The Yard 
PINKARD & BOWDEN , Mama She's Lazy 
PINKARD & BOWDEN , She Thinks I Steal Cars 
PINKEES , Danger Games 
PINKERTON'S ASSORTED COLOURS , Mirror Mirror 
PINKFONG , Baby Shark 
PINKFONG , Baby Shark (With Background Vocals) 
PINMONKEY , Barb Wire And Roses 
PINMONKEY , Barbed Wire And Roses 
PINMONKEY , I Drove All Night 
PINNOCHIO , Give A Little Whistle 
PINNOCHIO , Hi-Diddle-Dee-Dee 
PINO DANIELE , A Me Me Piace O Blues 
PINO DANIELE , Bambina 
PINO DANIELE , Cammina Cammina 
PINO DANIELE , O' Scarrafone 
PINO DANIELE , Occhi Blu Non Mi Mollare 
PINO DANIELE , Quando 
PINO DANIELE , Resta... Resta Cu'mme 
PINO DANIELE , Se Mi Vuoi 
PINO DANIELE & GIORGIA , Vento Di Passione (Voce P.Daniele) 
PINOCCHIO , When You Wish Upon A Star 
PIONEERS , Let Your Yeah Be Yeah 
PIPE & DRUMS , O Flower Of Scotland 
PIPES & DRUMS BAND , Amazing Grace 
PIPKINS , Gimme Dat Ding 
PIPPEN , Corner Of The Sky 
PIPPIN , Corner Of The Sky 
PIPPIN , No Time At All (Duet) 
PIRANHAS , Tom Hark 
PIRATES OF PENZANCE , Major General's Song 
PIRATES OF THE MISSISSIPPI , Feed Jake 
PIRATES OF THE MISSISSIPPI , Honky Tonk Blues 
PIRATES OF THE MISSISSIPPI , Speak Of The Devil 
PISTOL ANNIES , Bad Example 
PISTOL ANNIES , Blues You're A Buzzkill 
PISTOL ANNIES , Dear Sobriety 
PISTOL ANNIES , Hell On Heels 
PISTOL ANNIES , Hush Hush 
PISTOL ANNIES , Lemon Drop 
PISTOL ANNIES , Loved By A Workin' Man 
PISTOL ANNIES , Stop Drop And Roll One 
PISTOL ANNIES , Takin' Pills 
PITBULL , Back In Time 
PITBULL , Fireball 
PITBULL , Freedom 
PITBULL , Hotel Room Service 
PITBULL , I Know You Want Me (Calle Oche) 
PITBULL , I Know You Want Me (Calle Ocho) 
PITBULL & CHRIS BROWN , International Love (Clean Version) 
PITBULL & CHRISTINA AGUILERA , Feel This Moment 
PITBULL & G.R.L. , Wild Wild Love 
PITBULL & KESHA , Timber 
PITBULL & MARC ANTHONY , Rain Over Me 
PITBULL & NE YO , Time Of Our Lives 
PITBULL & NE YO AFROJACK & NAYER , Give Me Everything 
"PITBULL & NE YO, AFROJACK & NAYER ", Give Me Everything (Tonight) 
PITBULL & SHAKIRA , Get It Started 
PITBULL & T PAIN , Hey Baby (Drop It To The Floor) 
PITBULL & TJR. , Don't Stop The Party 
PITBULL & T-PAIN , Hey Baby (Drop It To The Floor) 
PITBULL & T-PAIN & SEAN PAUL , Shake Senora 
PITCH PERFECT , Cups (You're Gonna Miss Me When I'm Gone) 
PITCH PERFECT , Since U Been Gone 
PIXIE LOTT , All About Tonight 
PIXIE LOTT , Band Aid 
PIXIE LOTT , Boys And Girls 
PIXIE LOTT , Bright Lights 
PIXIE LOTT , Broken Arrow 
PIXIE LOTT , Can't Make This Over 
PIXIE LOTT , Caravan Of Love 
PIXIE LOTT , Cry Me Out 
PIXIE LOTT , Forget You 
PIXIE LOTT , Gravity 
PIXIE LOTT , Heart Cry 
PIXIE LOTT , Kiss The Stars 
PIXIE LOTT , Mama Do 
PIXIE LOTT , Nasty 
PIXIE LOTT , Turn It Up 
PIXIE LOTT , Use Somebody 
PIXIE LOTT & PUSHA T , What Do You Take Me For 
PIXIES , Monkey Gone To Heaven 
PIXIES , Where Is My Mind 
PJ & DUNCAN , Let's Get Ready To Rhumble 
PJ & DUNCAN , Let's Get Ready To Rumble 
PJ & DUNCAN (ANT & DEC) , Let's Get Ready To Rhumble 
PJ HARVEY , Downby The Water 
PJ HARVEY , Good Fortune 
PJ HARVEY , One Line 
PJ PROBY , Hold Me 
PJ PROBY , Maria 
PJ PROBY , Niki Hoeky 
PJ PROBY , Somewhere 
PLACEBO , Because I Want You 
PLACEBO , Bitter End 
PLACEBO , Nancy Boy 
PLACEBO , Pure Morning 
PLACEBO , Running Up That Hill 
PLACEBO , The Bitter End 
PLACEBO , You Don't Care About Us 
PLAIN WHITE TS , Hey There Delilah 
PLAIN WHITE T'S , Hate (I Really Don't Like You) 
PLAIN WHITE T'S , Hey There Delilah 
PLAIN WHITE T'S , Hey There Delliah 
PLAIN WHITE T'S , Our Time Now 
PLAIN WHITE T'S , Rhythm Of Love 
PLAIN WHITE T'S , Welcome To Mystery 
PLAN B , Deepest Shame 
PLAN B , Heartbeat 
PLAN B , Ill Manors 
PLAN B , Ill Manors (Clean) 
PLAN B , In The Name Of Man 
PLAN B , Love Goes Down 
PLAN B , Prayin' 
PLAN B , Praying 
PLAN B , She Said 
PLAN B , Writing's On The Wall 
PLAN B & LABRINTH , Playing With Fire 
PLANET EARTH , Bartender 
PLASTIC BERTRAND , Ca Plane Pour Moi 
PLASTIC BERTRAND , Stop Ou Encore 
PLASTIC ONO BAND , Give Peace A Chance 
PLATTERS , Enchanted 
PLATTERS , Great Pretender 
PLATTERS , Harbor Lights 
PLATTERS , I Didn't Care 
PLATTERS , I'm Sorry 
PLATTERS , Magic Touch 
PLATTERS , My Prayer 
PLATTERS , On My Word Of Honour 
